Exercício: 2024
Período: 4o. bimestre
Escopo: Estados/DF
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita Corrente Líquida
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";1343027852,9
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";591343122,81
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";466572417,98
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"IPVA";"siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB";40963299,28
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"ITCD";"siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB";3537986,21
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";55187847,04
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";25081572,3
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";60812916,48
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";32688934,46
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";29655436,31
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";3033498,15
Governo do Estado do Tocantins;17;TO;1584306;"<MR-11>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";3173554,11
