Exercício: 2024
Período: 2o. bimestre
Escopo: Estados/DF
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita Corrente Líquida
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";5015461041,01
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";3807922639,86
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";2896651732,96
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"IPVA";"siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB";423893001,08
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"ITCD";"siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB";93307654,31
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";208911344,32
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";185158907,19
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";154767240,13
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";151158588,82
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";139831878,58
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";11326710,24
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Receita Agropecuária";"siconfi-cor_RREO3ReceitaAgropecuaria";110040,17
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Receita Industrial";"siconfi-cor_RREO3ReceitaIndustrial";5740,66
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";53724610,25
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";789895369,86
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Cota-Parte do FPE";"siconfi-cor_RREO3CotaParteDoFPE";183677000,94
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";24574896,73
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";329821242,98
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";251822229,21
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";57876811,26
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";1647846075,61
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Transferências Constitucionais e Legais";"siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais";942253149,72
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";154767240,13
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";4434617,58
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";10420985,55
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";535970082,63
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";3367614965,4
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";3367614965,4
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (IX) = (V - VI - VII - VIII)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";3367614965,4
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";5160061575,95
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";3838688357,61
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";3001737913,02
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"IPVA";"siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB";371866497,34
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"ITCD";"siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB";65744648,08
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";217618526,04
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";181720773,13
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";155804131,72
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";178948643,75
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";145890658,33
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";33057985,42
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Receita Agropecuária";"siconfi-cor_RREO3ReceitaAgropecuaria";301137,34
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Receita Industrial";"siconfi-cor_RREO3ReceitaIndustrial";6584,13
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";57439745,56
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";851465308,77
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Cota-Parte do FPE";"siconfi-cor_RREO3CotaParteDoFPE";169936591,89
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";30644244,7
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";330569595,15
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";320314877,03
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";77407667,07
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";1679335330,53
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Transferências Constitucionais e Legais";"siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais";958141689,97
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";155804131,72
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";6076780,07
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";11664773,02
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";547647955,75
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";3480726245,42
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"( - ) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV)";"siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais";55837559,00
Governo do Estado de Santa Catarina;42;SC;7762154;"<MR-10>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";3424888686,42
