Exercício: 2024
Período: 3o. bimestre
Escopo: Estados/DF
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita Corrente Líquida
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";6386769497,69
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";4500693238,61
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";3730849238,63
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"IPVA";"siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB";177919169,15
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"ITCD";"siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB";104101553,76
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";282767517,64
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";205055759,43
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";468111376,54
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";148719295,7
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";108737800,53
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";39981495,17
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Receita Agropecuária";"siconfi-cor_RREO3ReceitaAgropecuaria";20950,3
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";48662445,72
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";1131243945,58
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Cota-Parte do FPE";"siconfi-cor_RREO3CotaParteDoFPE";206065936,47
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";35784293,97
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";439310522,34
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";450083192,8
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";89318245,24
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"<MR-11>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";2057351227,22
