Exercício: 2024
Período: 5o. bimestre
Escopo: Estados/DF
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita Corrente Líquida
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";2585754214,05
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";1303650193,29
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";1130189052,95
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"IPVA";"siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB";41061486,44
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"ITCD";"siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB";4461547,53
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";108322183,66
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";19615922,71
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";244465269,4
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";77198592,12
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";74802135,38
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";2396456,74
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Receita Industrial";"siconfi-cor_RREO3ReceitaIndustrial";160749,63
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";22985316,31
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";874717351,28
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Cota-Parte do FPE";"siconfi-cor_RREO3CotaParteDoFPE";516402898,07
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";2302520,76
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";212435538,92
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";143576393,53
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";62576742,02
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";705448216,32
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Transferências Constitucionais e Legais";"siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais";304729285,95
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";74439648,98
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";12258194,26
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";34556943,88
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";279464143,25
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";1880305997,73
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";1880305997,73
Governo do Estado do Amazonas;13;AM;3952262;"<MR-11>";"( - ) Transferências obrigatórias da União relativas às emendas de bancada (art. 166, § 16, da CF) (VI)";"siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasDeBancada";24000000,00
