Exercício: 2024
Período: 1o. bimestre
Escopo: Estados/DF
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita Corrente Líquida
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";4092219447,16
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";2456138737,49
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";1738889409,37
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"IPVA";"siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB";189620458,09
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"ITCD";"siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB";116983252,39
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";181276771,24
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";229368846,4
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";125925872,56
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";159087083,77
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";156086152,26
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";3000931,51
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";207429477,19
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";729018152,97
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Cota-Parte do FPE";"siconfi-cor_RREO3CotaParteDoFPE";345155855,54
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";10728050,38
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";255490297,84
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";117643949,21
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";414620123,18
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";1037477552,52
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Transferências Constitucionais e Legais";"siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais";529151068,22
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";125925872,56
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";4328501,07
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";1478047,05
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";376594063,62
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";3054741894,64
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";3054741894,64
Governo do Estado de Goiás;52;GO;6950976;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (IX) = (V - VI - VII - VIII)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";3054741894,64
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";4295043578,14
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";2618064037,12
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";1951724841,65
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"IPVA";"siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB";154261908,8
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"ITCD";"siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB";125646635,3
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";186072781,11
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";200357870,26
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";127654386,49
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";155142948,97
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";123282358,04
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";31860590,93
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";203049535,54
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";786601048,96
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Cota-Parte do FPE";"siconfi-cor_RREO3CotaParteDoFPE";397458454,89
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";11436872,21
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";263775879,97
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";113929841,89
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";404531621,06
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";1093271886,25
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Transferências Constitucionais e Legais";"siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais";549913822,82
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";127654386,49
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";5345100,75
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";1118859,27
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";409239716,92
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";3201771691,89
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"( - ) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV)";"siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais";747758,00
Governo do Estado de Goiás;52;GO;6950976;"<MR-10>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";3201023933,89
