Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"DÍVIDA CONSOLIDADA - DC (I)";"siconfi-cor_DividaConsolidada";8798343085,31
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"Dívida Contratual";"siconfi-cor_DividaContratual";8194862681,92
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"Empréstimos";"siconfi-cor_RGF2Emprestimos";1935478191,21
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"Internos";"siconfi-cor_RGF2EmprestimosInternos";859852492,41
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"Externos";"siconfi-cor_RGF2EmprestimosExternos";1075625698,8
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"Reestruturação da Dívida de Estados e Municípios";"siconfi-cor_RGF2ReestruturacaoDaDividaDeEstadosEMunicipios";6172016097,8
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"Parcelamento e Renegociação de Dívidas";"siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividas";87368392,91
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"De Contribuições Previdenciárias";"siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisPrevidenciarias";12438625,12
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"De Demais Contribuições Sociais";"siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais";74929767,79
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";"siconfi-cor_PrecatoriosPosterioresA05052000VencidosENaoPagos";603480403,39
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaDividaConsolidada";763975709,84
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"Disponibilidade de Caixa";"siconfi-cor_RGF2DisponibilidadeDeCaixa";763975709,84
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"Disponibilidade de Caixa Bruta";"siconfi-cor_DisponibilidadeDeCaixaBrutaAnexo02";1445376794,38
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"(-) Restos a Pagar Processados";"siconfi-cor_RestosAPagarProcessadosExcetoPrecatorios";681401084,54
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";"siconfi-cor_DividaConsolidadaLiquida";8034367375,47
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"RECEITA CORRENTE LÍQUIDA - RCL";"siconfi-cor_RGF2ReceitaCorrenteLiquida";9747254504,2
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"% da DC sobre a RCL (I/RCL)";"siconfi-cor_PercentualDaDCSobreARCL";90,26
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"% da DCL sobre a RCL (III/RCL)";"siconfi-cor_PercentualDaDCLSobreARCL";82,43
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";"siconfi-cor_LimiteDefinidoPorResolucaoDoSenadoFederal";19494509008,4
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";"siconfi-cor_LimiteDeAlerta";17545058107,56
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"Passivo Atuarial";"siconfi-cor_RGF2DividaConsolidadaPrevidenciariaPassivoAtuarial";264423241,14
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"SALDO DO EXERCÍCIO ANTERIOR";"RP Não-Processados";"siconfi-cor_RPNaoProcessadosDeExerciciosAnteriores";2144243,83
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"Até o 1º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";"siconfi-cor_DividaConsolidada";8804315444,32
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"Até o 1º Quadrimestre";"Dívida Contratual";"siconfi-cor_DividaContratual";8239940859,93
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"Até o 1º Quadrimestre";"Empréstimos";"siconfi-cor_RGF2Emprestimos";1960438070,55
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"Até o 1º Quadrimestre";"Internos";"siconfi-cor_RGF2EmprestimosInternos";832754429,08
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"Até o 1º Quadrimestre";"Externos";"siconfi-cor_RGF2EmprestimosExternos";1127683641,47
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"Até o 1º Quadrimestre";"Reestruturação da Dívida de Estados e Municípios";"siconfi-cor_RGF2ReestruturacaoDaDividaDeEstadosEMunicipios";6193944753,18
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"Até o 1º Quadrimestre";"Parcelamento e Renegociação de Dívidas";"siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividas";85558036,2
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2682386;"Até o 1º Quadrimestre";"De Contribuições Previdenciárias";"siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisPrevidenciarias";12240247,8
