Exercício: 2025
Período: 1o. quadrimestre
Escopo: Estados/DF
Anexo 01 - Demonstrativo da Despesas Com Pessoal
Tabela: Despesas com pessoal
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";1795829001,14
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";1072088454,42
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";906249335,42
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";165839119,00
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";718690972,83
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";604191983,48
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";114498989,35
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização ou de contratação de forma indireta (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";5049573,89
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";261021985,23
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"Indenizações por Demissão e Incentivos à Demissão Voluntária";"siconfi-cor_DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria";5394723,65
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"Decorrentes de Decisão Judicial de Período Anterior ao da Apuração";"siconfi-cor_DespesaComPessoalNaoComputadaDecisaoJudicialPeriodoAnteriorAoDaApuracao";42041380,26
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"Inativos e Pensionistas com Recursos Vinculados";"siconfi-cor_DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados";213585881,32
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-11>";"DESPESA LÍQUIDA COM PESSOAL (III) = (I - II)";"siconfi-cor_DespesaComPessoalLiquida";1534807015,91
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-10>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";1951933552,22
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-10>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";1164254933,14
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-10>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";997391995,15
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-10>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";166862937,99
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-10>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";711482481,84
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-10>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";604507447,43
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-10>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";106975034,41
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-10>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização ou de contratação de forma indireta (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";76196137,24
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"<MR-10>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";337290736,69
