Exercício: 2025
Período: 2o. quadrimestre
Escopo: Estados/DF
Anexo 01 - Demonstrativo da Despesas Com Pessoal
Tabela: Despesas com pessoal
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";838906322,1
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";441229705,64
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";394829871,05
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";46399834,59
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";338873562,28
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";290831716,2
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";48041846,08
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização ou de contratação de forma indireta (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";58803054,18
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";50230541,94
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"Indenizações por Demissão e Incentivos à Demissão Voluntária";"siconfi-cor_DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria";1383566,53
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"Decorrentes de Decisão Judicial de Período Anterior ao da Apuração";"siconfi-cor_DespesaComPessoalNaoComputadaDecisaoJudicialPeriodoAnteriorAoDaApuracao";2706133,89
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"Despesas de Exercícios Anteriores de Período Anterior ao da Apuração";"siconfi-cor_DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao";2581906,00
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"Inativos e Pensionistas com Recursos Vinculados";"siconfi-cor_DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados";43558935,52
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-11>";"DESPESA LÍQUIDA COM PESSOAL (III) = (I - II)";"siconfi-cor_DespesaComPessoalLiquida";788675780,16
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-10>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";820875932,72
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-10>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";412695891,17
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-10>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";382834584,11
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-10>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";29861307,06
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-10>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";328984451,61
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-10>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";283116773,44
Governo do Estado do Espírito Santo;32;ES;Executivo;3975100;"<MR-10>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";45867678,17
