Exercício: 2022
Período: 2o. quadrimestre
Escopo: Estados/DF
Anexo 01 - Demonstrativo da Despesas Com Pessoal
Tabela: Despesas com pessoal
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";596977170,31
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";305905448,96
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";274132594,91
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";31772854,05
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";237168448,89
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";201636184,67
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";35532264,22
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização ou de contratação de forma indireta (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";53903272,46
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";28674812,58
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Indenizações por Demissão e Incentivos à Demissão Voluntária";"siconfi-cor_DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria";2158196,19
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Inativos e Pensionistas com Recursos Vinculados";"siconfi-cor_DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados";26516616,39
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"DESPESA LÍQUIDA COM PESSOAL (III) = (I - II)";"siconfi-cor_DespesaComPessoalLiquida";568302357,73
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";631472758,92
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";341619188,23
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";305298999,79
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";36320188,44
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";236246924,41
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";201086853,56
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";35160070,85
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização ou de contratação de forma indireta (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";53606646,28
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";92251663,5
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"Indenizações por Demissão e Incentivos à Demissão Voluntária";"siconfi-cor_DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria";567509,7
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"Inativos e Pensionistas com Recursos Vinculados";"siconfi-cor_DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados";91684153,8
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"DESPESA LÍQUIDA COM PESSOAL (III) = (I - II)";"siconfi-cor_DespesaComPessoalLiquida";539221095,42
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";759485361,65
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";435035790,37
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";379857376,44
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";55178413,93
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";272328865,13
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";235984212,91
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";36344652,22
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização ou de contratação de forma indireta (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";52120706,15
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";27780044,33
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"Indenizações por Demissão e Incentivos à Demissão Voluntária";"siconfi-cor_DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria";396252,68
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"Inativos e Pensionistas com Recursos Vinculados";"siconfi-cor_DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados";27383791,65
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-9>";"DESPESA LÍQUIDA COM PESSOAL (III) = (I - II)";"siconfi-cor_DespesaComPessoalLiquida";731705317,32
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";973181033,53
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";605966704,06
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";530284243,97
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";75682460,09
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";272163409,35
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";230640399,57
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";41523009,78
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização ou de contratação de forma indireta (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";95050920,12
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";38246713,81
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"Indenizações por Demissão e Incentivos à Demissão Voluntária";"siconfi-cor_DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria";356496,9
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"Inativos e Pensionistas com Recursos Vinculados";"siconfi-cor_DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados";37890216,91
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-8>";"DESPESA LÍQUIDA COM PESSOAL (III) = (I - II)";"siconfi-cor_DespesaComPessoalLiquida";934934319,72
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";604257287,11
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";325426212,19
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";292147920,95
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";33278291,24
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";243111443,1
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";206950534,35
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";36160908,75
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização ou de contratação de forma indireta (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";35719631,82
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";16304801,02
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"Indenizações por Demissão e Incentivos à Demissão Voluntária";"siconfi-cor_DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria";187928,44
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"Inativos e Pensionistas com Recursos Vinculados";"siconfi-cor_DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados";16116872,58
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-7>";"DESPESA LÍQUIDA COM PESSOAL (III) = (I - II)";"siconfi-cor_DespesaComPessoalLiquida";587952486,09
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";611551722,34
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";302162094,56
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";271041898,48
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";31120196,08
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";255803329,7
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";217408817,73
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";38394511,97
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização ou de contratação de forma indireta (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";53586298,08
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";28613263,77
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"Indenizações por Demissão e Incentivos à Demissão Voluntária";"siconfi-cor_DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria";187050,28
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"Inativos e Pensionistas com Recursos Vinculados";"siconfi-cor_DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados";28426213,49
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-6>";"DESPESA LÍQUIDA COM PESSOAL (III) = (I - II)";"siconfi-cor_DespesaComPessoalLiquida";582938458,57
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";700762612,32
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";352150490,6
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";315328019,05
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";36822471,55
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";296598921,07
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";255468988,93
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";41129932,14
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização ou de contratação de forma indireta (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";52013200,65
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";30161796,03
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"Indenizações por Demissão e Incentivos à Demissão Voluntária";"siconfi-cor_DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria";427120,24
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"Inativos e Pensionistas com Recursos Vinculados";"siconfi-cor_DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados";29734675,79
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-5>";"DESPESA LÍQUIDA COM PESSOAL (III) = (I - II)";"siconfi-cor_DespesaComPessoalLiquida";670600816,29
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-4>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";708957662,61
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-4>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";374970735,49
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-4>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";335680865,92
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-4>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";39289869,57
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-4>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";277560225,14
