Exercício: 2022
Período: 3o. quadrimestre
Escopo: Estados/DF
Anexo 01 - Demonstrativo da Despesas Com Pessoal
Tabela: Despesas com pessoal
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";604257287,11
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";325426212,19
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";292697478,64
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";32728733,55
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";243111443,1
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";206950534,35
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";36160908,75
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização ou de contratação de forma indireta (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";35719631,82
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";71794918,12
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Indenizações por Demissão e Incentivos à Demissão Voluntária";"siconfi-cor_DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria";182855,62
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Decorrentes de Decisão Judicial de Período Anterior ao da Apuração";"siconfi-cor_DespesaComPessoalNaoComputadaDecisaoJudicialPeriodoAnteriorAoDaApuracao";23819,26
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Despesas de Exercícios Anteriores de Período Anterior ao da Apuração";"siconfi-cor_DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao";55471370,66
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"Inativos e Pensionistas com Recursos Vinculados";"siconfi-cor_DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados";16116872,58
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-11>";"DESPESA LÍQUIDA COM PESSOAL (III) = (I - II)";"siconfi-cor_DespesaComPessoalLiquida";532462368,99
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";611551722,34
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";302162094,56
Governo do Estado do Espírito Santo;32;ES;Executivo;4108508;"<MR-10>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";271074482,26
