Exercício: 2025
Período: 1o. quadrimestre
Escopo: Estados/DF
Anexo 02 - Demonstrativo da Dívida Consolidada Líquida
Tabela: Dívida Consolidada Líquida
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"SALDO DO EXERCÍCIO ANTERIOR";"DÍVIDA CONSOLIDADA - DC (I)";"siconfi-cor_DividaConsolidada";24169190674,96
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"SALDO DO EXERCÍCIO ANTERIOR";"Dívida Contratual";"siconfi-cor_DividaContratual";19685075040,00
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"SALDO DO EXERCÍCIO ANTERIOR";"Empréstimos";"siconfi-cor_RGF2Emprestimos";7669477232,5
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"SALDO DO EXERCÍCIO ANTERIOR";"Internos";"siconfi-cor_RGF2EmprestimosInternos";5925629671,22
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"SALDO DO EXERCÍCIO ANTERIOR";"Externos";"siconfi-cor_RGF2EmprestimosExternos";1743847561,28
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"SALDO DO EXERCÍCIO ANTERIOR";"Reestruturação da Dívida de Estados e Municípios";"siconfi-cor_RGF2ReestruturacaoDaDividaDeEstadosEMunicipios";11407945254,91
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"SALDO DO EXERCÍCIO ANTERIOR";"Financiamentos";"siconfi-cor_RGF2Financiamentos";795,56
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"SALDO DO EXERCÍCIO ANTERIOR";"Internos";"siconfi-cor_RGF2FinanciamentosInternos";795,56
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"SALDO DO EXERCÍCIO ANTERIOR";"Parcelamento e Renegociação de Dívidas";"siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividas";542412737,03
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"SALDO DO EXERCÍCIO ANTERIOR";"De Tributos";"siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeTributos";279110402,27
Governo do Estado de Santa Catarina;42;SC;Executivo;7762154;"SALDO DO EXERCÍCIO ANTERIOR";"De Contribuições Previdenciárias";"siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisPrevidenciarias";263302334,76
