Exercício: 2018
Período: 2o. quadrimestre
Escopo: Estados/DF
Anexo 01 - Demonstrativo da Despesas Com Pessoal
Tabela: Despesas com pessoal
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"DESPESA BRUTA COM PESSOAL (I)";"siconfi-cor_DespesaComPessoalBruta";782344857,26
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Pessoal Ativo";"siconfi-cor_DespesaComPessoalAtivoBruta";561158997,23
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Vencimentos, Vantagens e Outras Despesas Variáveis";"siconfi-cor_VencimentosVantagensEOutrasDespesasVariaveis";482623426,4
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Obrigações Patronais";"siconfi-cor_ObrigacoesPatronais";78342566,04
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Benefícios Previdenciários";"siconfi-cor_BeneficiosPrevidenciarios";193004,79
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Pessoal Inativo e Pensionistas";"siconfi-cor_DespesaComPessoalInativoEPensionistasBruta";220922398,76
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Aposentadorias, Reserva e Reformas";"siconfi-cor_AposentadoriasReservaEReformas";178754581,1
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Pensões";"siconfi-cor_DespesasPensoesInativosEPensionistas";42167817,66
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Outros Benefícios Previdenciários";"siconfi-cor_OutrosBeneficiosPrevidenciariosInativosEPensionistas";0,00
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Outras Despesas de Pessoal decorrentes de Contratos de Terceirização (§ 1º do art. 18 da LRF)";"siconfi-cor_DespesaComPessoalDecorrenteDeTerceirizacaoPorSubstituicaoBruta";263461,27
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II)";"siconfi-cor_DespesaComPessoalNaoComputada";194060318,6
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Indenizações por Demissão e Incentivos à Demissão Voluntária";"siconfi-cor_DespesaComPessoalNaoComputadaIndenizacaoDemissaoVoluntaria";26930,92
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Decorrentes de Decisão Judicial de Período Anterior ao da Apuração";"siconfi-cor_DespesaComPessoalNaoComputadaDecisaoJudicialPeriodoAnteriorAoDaApuracao";8737715,79
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Despesas de Exercícios Anteriores de Período Anterior ao da Apuração";"siconfi-cor_DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao";4631369,8
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"Inativos e Pensionistas com Recursos Vinculados";"siconfi-cor_DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados";180664302,09
Governo do Estado do Pará;15;PA;Executivo;8272724;"<MR-11>";"DESPESA LÍQUIDA COM PESSOAL (III) = (I - II)";"siconfi-cor_DespesaComPessoalLiquida";588284538,66
